regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea
Nordrhein_Westfalen,120.0,central_heating,ONE_YEAR_FREE,10.0,False,True,7,3.98,2.4,739.89,1959.0,113254022,,gas:electricity,False,Nordrhein_Westfalen,True,2.0,558.89,77,65.12,Bielefeld,,,,Bleicherfeldstr.,Bleicherfeldstr.,False,4,ground_floor,33689,3.0,72.0,,,3,False,3,Bielefeld,Sennestadt,"Diese helle 3-Zimmer-Wohnung liegt im Erdgeschoss eines ruhigen Mehrfamilienhauses. Die Zimmer sind gut geschnitten, gehen alle vom Flur ab und sind hell gestrichen. Das neuwertige Badezimmer ist hell gefliest und verfügt über eine Wanne und ein Fenster. Vom Wohnbereich aus gelangen Sie auf den Balkon, auf dem man im Sommer herrlich die Sonne genießen kann. Die komplette Wohnung wird vor Übergabe mit modernem Boden versehen. Die Umgebung ist ruhig und grün und lädt zu ausgedehnten Spaziergängen ein. Eine Bushaltestelle und ein Kindergarten befinden sich in unmittelbarer Nähe. Zusätzlich zur telefonischen Kontaktaufnahme, können Sie gerne unsere Neuvermietungssprechstunde im Hirschweg 110, 33689 Bielefeld besuchen. Diese findet jeden Donnerstag von 15:00Uhr bis 16:30Uhr statt.

",Isolierverglasung; Warmwasserbereiter; Kellerraum; Abstellkammer; Gas-Zentralheizung; Rauchwarnmelder; Bodenbelag PVC; Wärmedämmung der obersten Geschossdecke; Balkon;,61.0,B,,,,Oct19,700.945168
Nordrhein_Westfalen,90.0,self_contained_central_heating,ONE_YEAR_FREE,,False,True,8,3.26,40.0,,,86028852,,gas,False,Nordrhein_Westfalen,False,,559.0,6,86.0,Bielefeld,modernized,sophisticated,negotiable,Wassermannstr.,Wassermannstr.,False,4,apartment,33739,3.0,,1.0,2.0,3,False,4,Bielefeld,Jöllenbeck,Helle 3 Zimmerwohnung in gepflegtem Haus,"Die Wohnung verfügt auf rd. 86 m² Wohnfläche über ein großes, hell belichtetes Wohn-/Esszimmer, 2 Schlafzimmer, Flur, Küche, Badezimmer und einem Gäste-WC, sowie einen nach Südwesten ausgerichteten Balkon.
Die Fußböden aller Räume mit Ausnahme von Küche, Badezimmer sind mit hochwertigem Echtholzparkett belegt. 
Im Badezimmer sind  Mosaikfliesen verlegt. Das Badezimmer verfügt über Badewanne, Dusche mit Abtrennung, WC und Waschbecken sowie ein Fenster.",,,2019.0,,,May19,925.6954
Nordrhein_Westfalen,150.0,central_heating,NONE,,False,True,2,3.59,2.4,670.0,1994.0,51219145,1.0,gas,False,Nordrhein_Westfalen,True,5.0,470.0,13,65.0,Bielefeld,well_kept,normal,negotiable,Theeser Heide,Theeser_Heide,False,3,apartment,33739,2.0,121.2,2.0,2.0,2,True,3,Bielefeld,Theesen,"Das Haus wurde im Jahr 1994 mit insgesamt 6 Wohneinheiten errichtet.
Das Gebäude ist komplett unterkellert und verfügt zudem über eine Tiefgarage, die man direkt vom Haus aus betreten kann.
Hinter dem Haus befindet sich eine großzügige Gartenfläche, die auch gemeinschaftlich genutzt werden kann.","Die Wohnung befindet sich im 2. Obergeschoß des Hauses.
Es steht Ihnen ein gemütlicher Wohnbereich mit Balkon, ein Schlafzimmer, eine Küche und ein weiß gefliestes Badezimmer zur Verfügung. 
In der gesamten Wohnung ist Parkettfussboden verlegt.
Zu der Wohnung gehört ein separater Kellerraum sowie ein Stellplatz in der Tiefgarage. Der Anschluss für die Waschmaschine befindet sich im gemeinschaftlichen Wasch-/Trockenraum.",,,,,,May19,699.6535
Nordrhein_Westfalen,100.0,central_heating,ONE_YEAR_FREE,,False,False,6,3.63,40.0,,1896.0,115688801,,district_heating,True,Nordrhein_Westfalen,True,1.0,370.0,,50.0,Bielefeld,well_kept,,,no_information,,False,2,apartment,33615,2.0,179.1,,,2,False,2,Bielefeld,Innenstadt,"Die gut aufgeteilte Wohnung befindet sich im Dachgeschoss eines älteren und ruhigen Mehrfamilienwohnhauses.Schauen Sie sich bitte den Grundriss und die Bilder an. Diese geben Ihnen bereits erste Eindrücke.**ACHTUNG** Aufgrund der Größe ist die Wohnung nur für eine Person geeignet.Treppenhaus und Kellerreinigung wird von allen Bewohnern ausgeführt.","- Iso-Fenster- Bad mit Dusche- Bad mit Fenster- Einbauküche vom Vormieter/ Übernahme möglich- Velux-Rollos vom Vormieter/ Übernahme möglich- Waschmaschinenkeller- ein eigener Kellerraum ist leider nicht vorhanden",,F,,,,Feb20,538.1949999999999
Nordrhein_Westfalen,150.0,,NONE,,False,True,25,3.28,,550.0,,97448657,1.0,,False,Nordrhein_Westfalen,True,,370.0,13,50.0,Bielefeld,,,,Linnenstrasse,Linnenstrasse,False,2,apartment,33699,1.0,,2.0,3.0,1,False,2,Bielefeld,Hillegossen,,,,,,90.76,0.1915,Sep18,538.1949999999999
Nordrhein_Westfalen,122.0,,ONE_YEAR_FREE,,False,False,3,4.05,40.0,,1939.0,109624900,1.0,gas,False,Nordrhein_Westfalen,True,1.0,730.0,13,96.0,Bielefeld,well_kept,,no,Klarhorststra&szlig;e,Klarhorststraße,False,5,apartment,33613,3.0,240.0,1.0,,3,False,4,Bielefeld,Innenstadt,"Wir freuen uns Ihnen diese herrliche Wohnung in bester Lage von Bielefeld in der Klarhorststr. präsentieren zu können.

Genießen Sie den idyllischen Ausblick und die Natur im Herzen von Bielefeld.","3 Zimmer
1 Außenstellplatz
1 Kellerraum
25 m² großer Südbalkon mit Markise",,G,,,,May19,1033.3344
Nordrhein_Westfalen,245.0,floor_heating,ONE_YEAR_FREE,,True,True,5,3.03,40.0,1345.0,2019.0,115320715,2.0,gas,False,Nordrhein_Westfalen,True,9.0,1100.0,15,118.0,Bielefeld,mint_condition,sophisticated,negotiable,P&ouml;ppelmannstra&szlig;e,Pöppelmannstraße,True,7,terraced_flat,33739,4.0,31.1,0.0,2.0,4,True,5,Bielefeld,Jöllenbeck,"Die familienfreundliche Wohnung im Erdgeschoss zeichnet sich 
durch ihre hochwertige Innenausstattung aus und kann zum 
01.05.2020 bezogen werden. Zu der Wohnung zählt neben vier
großzügigen Zimmern auch ein modernes barrierefreies
Badezimmer sowie ein Gäste-WC mit Dusche. Mit einem
Aufzug gelangen Sie von der Tiefgarage bequem in die
entsprechende Etage. Die Immobilie ist vollständig
barrierefrei zugänglich. Die Wohnung zeichnet sich
besonders dadurch aus, dass sie über einen schönen
hellen Wohnbereich und großer Terrasse in Südlage
verfügt. Optional können überdurchschnittlich 
große Stellplätze in der Tiefgarage angemietet werden. Zudem 
gehört zu jeder Wohnung ein separater Kellerraum. Wasch- und
Trockenkeller sind als Gemeinschaftsraum vorhanden.","Die helle Wohnung ist hochwertig und modern ausgestattet. 
Sie verfügt über ein Bad mit Wanne und Dusche, das mit weißem
Glasmosaik gefliest ist. Der Fußboden im Wohnbereich und in 
der Küche ist mit hellem Feinsteinzeug (Natursteincharakter) 
der Marke Villeroy&Boch belegt. In den Schlafzimmern wurde 
ein Vinyl-Designboden verlegt. In sämtlichen Wohn- und Schaf-
räumen ist ein EDV und TV-Anschluss vorhanden. Elektrische 
Rolläden an den Fenstern bieten einen erhöhten Komfort.
Die gesamte Ausstattung unterstreicht das moderne
und ansprechende Erscheinungsbild der Wohnung.",,A,,,,Feb20,1270.1402
Nordrhein_Westfalen,100.0,,ONE_YEAR_FREE,,False,False,7,3.82,40.0,,2018.0,115692202,1.0,electricity,False,Nordrhein_Westfalen,False,9.0,629.0,20 a,62.85,Bielefeld,mint_condition,,negotiable,Uchteweg,Uchteweg,False,5,roof_storey,33689,2.0,21.0,2.0,3.0,2,False,3,Bielefeld,Sennestadt,"Das Mehrfamilienhaus liegt in einer ansprechenden Wohnanlage - Baujahr 2018.
Die Mietparteien sind auf 3 Etagen verteilt. Die Wohnung selber befindet sich im Dachgeschoss.  
In der netten Nachbarschaft werden Sie sich sicher wohl fühlen.
Zu jeder Wohnung wird ein Stellplatz am Haus mit vermietet. Der Mietpreis für den Stellplatz ist nicht inklusive.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 4271-24-M per WhatsApp an 0172 8877030, per Telegram an LEGWohnen oder per Threema an *LEGCHAT.

Wichtiger Hinweis: Nachdem Sie das Kontaktformular im Portal ausgefüllt und verschickt haben, erhalten Sie von uns innerhalb von 15 Minuten eine E-Mail. 

Bitte folgen Sie dem dort angegebenen Link, um Ihre E-Mail-Adresse und Ihre Angaben zu bestätigen.","• Balkon
• Aufzug
• Mieterkeller
• Rauchmelder
• Multimediaanschluss  
• Waschküche
• Reparaturservice",40.0,A_PLUS,,,,Feb20,676.511115
Nordrhein_Westfalen,80.0,self_contained_central_heating,ONE_YEAR_FREE,,False,False,10,1.59,40.0,490.0,1932.0,101936993,,natural_gas_light,True,Nordrhein_Westfalen,True,1.0,360.0,2,65.0,Bielefeld,modernized,normal,no,Naturstadion,Naturstadion,False,2,roof_storey,33739,2.0,129.0,2.0,2.0,2,False,3,Bielefeld,Jöllenbeck,Diese 2-Zimmerwohnung befindet sich im Dachgeschoss eines gepflegten 2-Familienhauses. Ein aktueller Energieausweis liegt vor. Zur Verfügung steht Ihnen außerdem ein kleiner Kellerraum.,"Die Wohnung hat 65 qm und teilt sich in Wohnzimmer, Schlafzimmer, Küche, Badezimmer und Abstellraum auf.",50.0,D,2018.0,,,May19,699.6535
Nordrhein_Westfalen,182.0,central_heating,ONE_YEAR_FREE,10.0,False,False,5,2.94,2.4,696.17,1939.0,111389260,,gas:electricity,False,Nordrhein_Westfalen,True,1.0,467.17,8,60.45,Bielefeld,,,,Im Horst,Im_Horst,False,3,apartment,33647,3.0,179.0,1.0,,3,True,2,Bielefeld,Brackwede,"+ Komfortabler Bodenbelag: Die Wohnung ist zusätzlich mit barrierearmen und pflegeleichten Fußbodenbelag ausgestattet.
 + Hier sparen Sie Kosten und Mühen: In dieser Wohnung sind die Wände bereits tapeziert und gestrichen.

Diese helle und renovierte 3-Zimmer-Wohnung liegt im ersten Obergeschoss eines Mehrfamilienhauses. Die Zimmer der Wohnung sind teilweise Durchgangszimmer, werden neu tapeziert und gestrichen und mit modernem Boden versehen. Das hell geflieste Bad verfügt über eine Wanne und ein Fenster. Das Haus liegt sehr ruhig, dennoch verkehrsgünstig. Eine Bushaltestelle und ein großer Spielplatz sind fußläufig zu erreichen. Zusätzlich zur telefonischen Kontaktaufnahme können Sie bei Interesse oder weiteren Fragen gerne die Neuvermietungssprechstunde aufsuchen. Diese findet Dienstags in der Steubenstr. 9, 33609 Bielefeld, von 15 Uhr - 17 Uhr statt.

",Gartennutzung; Isolierverglasung; Warmwasser zentral (über Heizanlage); Wohnküche; Kellerraum; Gas-Zentralheizung; Rauchwarnmelder; Bodenbelag PVC;,47.0,F,,,,May19,650.677755
Nordrhein_Westfalen,250.0,gas_heating,NONE,,False,True,8,3.13,2.4,770.0,,114737439,1.0,district_heating,False,Nordrhein_Westfalen,True,,520.0,13,76.09,Bielefeld,fully_renovated,,negotiable,Theeser Heide,Theeser_Heide,False,4,apartment,33739,3.0,,1.0,2.0,3,False,3,Bielefeld,Theesen,Die Wohnung befindet sich in einem Mehrfamilienhaus im ersten Obergeschoss. Es gibt einen zugehörigen Tiefgaragenstellplatz und einen Kellerraum,"Die Wohnung ist toll geschnitten und verfügt über 3 Zimmer, Küche, Bad und Gäste WC.
Ein Balkon ist vom Wohnzimmer aus zugänglich.
Die Wohnung verfügt über hochwertigen Parkettboden. Das Bad ist zeitlos weiß gefliest.",,,,,,Feb20,819.025151
Nordrhein_Westfalen,144.0,central_heating,ONE_YEAR_FREE,,False,True,8,3.63,10.0,824.9,1965.0,112792442,,gas:electricity,False,Nordrhein_Westfalen,True,2.0,617.9,3a,74.0,Bielefeld,,,,Kolberger Str.,Kolberger_Str.,False,5,apartment,33605,3.0,85.0,2.0,,3,False,3,Bielefeld,Stieghorst,"Diese gemütliche 3 Zimmer-Wohnung liegt in einem modernisierten und sauberen Mehrfamilienhaus im Stadtteil Stieghorst. Das innenliegende Badezimmer wird vor dem Einzug komplett neu gestaltet. So erhält dieses eine Dusche, neue Boden- und Wandfliesen sowie neue Sanitärobjekte. Nach dem Einbringen einer neuen Elektroinstallation werden alle Wände und Decken neu tapeziert und weiß gestrichen. Der am Wohnzimmer angrenzende Balkon lädt herrlich zum verweilen ein. Die Küche ist mit einem Fliesenspiegel ausgestattet und bietet viel Platz, um auch einen Esstisch zu plazieren. Ein Mieterkeller gehört selbstverständlich ebenfalls zu dieser Wohnung dazu. Einkaufsmöglichkeiten und die Anbindungen zum Nah- und Fernverkehr liegen unweit des Wohnhauses entfernt. ACHTUNG: Innenbilder sind Musterbilder und können abweichen! Zusätzlich zur telefonischen Kontaktaufnahme können Sie uns auch in der Neuvermietunsgsprechzeit ind er Steubenstr. 9, 33609 Bielefeld besuchen. Diese findet jeden Dienstag von 15:00 Uhr bis 17:00 Uhr statt.

",Isolierverglasung; Warmwasserbereiter; Kellerraum; Gas-Zentralheizung; Rauchwarnmelder; Bodenbelag PVC; Balkon;,63.0,C,,,,Oct19,796.5286
Nordrhein_Westfalen,155.0,central_heating,ONE_YEAR_FREE,,False,False,10,3.9,40.0,,1901.0,111378430,,gas,True,Nordrhein_Westfalen,True,1.0,399.0,,57.0,Bielefeld,well_kept,,no,no_information,,False,2,,33607,2.0,139.6,1.0,2.0,2,False,2,Bielefeld,Innenstadt,"2 ZKB in der östlichen Bielefelder Innenstadt (Bleichstraße, nähe Ziegelstraße)
Wohnung im 1. Obergeschoss mit 2 Zimmern, Küche und Badezimmer. 
Ca. 57 m² Wohnfläche","Kelleranteil, Bad mit Wanne, Bad mit Fenster, Einbauküche",,,,,,May19,613.5423
Nordrhein_Westfalen,100.0,self_contained_central_heating,ONE_YEAR_FREE,10.0,False,False,5,2.94,2.4,600.0,1923.0,111395790,,gas,False,Nordrhein_Westfalen,False,1.0,600.0,,62.0,Bielefeld,first_time_use_after_refurbishment,,,no_information,,False,4,apartment,33647,2.0,143.7,1.0,4.0,2,False,3,Bielefeld,Brackwede,"Diese wunderschöne Wohnung verfügt über 2 geräumige Zimmer.
Das Bad wurde gerade frisch renoviert.
Die Küche ist mit einem offenen Durchgang versehen.
Es wurde gerade neues Laminat verlegt.
Kontaktieren Sie uns um mehr zu erfahren.","- offene Küche 
- neues Laminat
",,,,,,May19,667.3618
